Sexe,Statut_marital,Niveau_education,Type_emploi,Age,Annees_emploi,Revenu_annuel,Note_credit,Ratio_dette_revenu,Montant_pret_demande,Nombre_prets_en_cours,Solvable
Autre,Célibataire,Master,Sans emploi,24,9.14,113675.06,536,0.0,14246.86,3,1
Autre,Divorcé,Doctorat,CDD,18,9.87,52698.8,809,0.49,23437.11,3,1
Homme,Marié,Sans diplôme,Indépendant,26,16.57,72453.88,748,0.32,10531.38,4,0
Homme,Marié,Sans diplôme,Sans emploi,42,22.15,91464.51,566,0.81,38623.41,2,1
Autre,Veuf,Sans diplôme,CDD,24,13.27,101687.23,794,0.4,39983.61,3,0
Femme,Célibataire,Bachelier,CDI,29,33.03,15064.02,780,0.07,44642.39,1,1
Femme,Veuf,Master,CDI,22,19.03,49334.77,495,0.71,24865.34,2,1
Femme,Veuf,Sans diplôme,Indépendant,55,12.23,17047.8,611,0.01,33352.77,0,1
Femme,Célibataire,Bachelier,CDI,25,13.83,116991.84,650,0.33,42964.14,2,0
Homme,Divorcé,Sans diplôme,Indépendant,43,39.57,39574.22,381,0.5,9202.02,0,1
Autre,Veuf,Bachelier,CDD,69,26.46,55938.73,369,0.74,10362.12,3,1
Femme,Marié,Secondaire,CDI,60,16.39,55765.43,535,0.31,41800.31,0,1
Femme,Célibataire,Bachelier,Indépendant,23,35.87,48164.66,561,0.1,24888.63,2,1
Femme,Divorcé,Doctorat,Sans emploi,55,30.58,24131.81,769,0.83,41129.12,0,0
Femme,Divorcé,Master,CDD,22,34.58,36441.04,825,0.01,5006.77,4,1
Autre,Divorcé,Bachelier,CDI,60,6.44,77963.92,811,0.87,10176.26,0,1
Homme,Marié,Master,CDI,30,32.1,97359.37,649,0.11,21575.45,4,0
Autre,Veuf,Bachelier,Indépendant,34,19.2,102717.95,503,0.13,22894.57,1,1
Femme,Veuf,Master,Sans emploi,23,2.73,36381.29,775,0.17,42519.1,4,0
Femme,Marié,Secondaire,CDI,31,3.68,30965.89,810,0.15,27940.21,2,1
Femme,Marié,Doctorat,Indépendant,29,22.94,60804.96,535,0.79,46308.4,1,1
Femme,Divorcé,Doctorat,CDI,40,15.55,62752.98,494,0.81,24111.4,2,1
Autre,Divorcé,Doctorat,CDD,60,2.83,50064.96,725,0.17,8013.37,1,0
Homme,Veuf,Bachelier,CDI,57,17.45,48444.54,819,0.11,25608.29,1,0
Femme,Célibataire,Doctorat,Indépendant,18,31.69,90481.34,684,0.57,23495.4,4,1
Autre,Veuf,Sans diplôme,Indépendant,42,8.6,117717.98,778,0.7,29725.58,1,1
Femme,Veuf,Sans diplôme,Indépendant,66,28.9,11416.98,731,0.56,33792.31,2,0
Femme,Veuf,Doctorat,Sans emploi,45,17.05,22148.03,423,0.03,7650.7,2,1
Femme,Veuf,Doctorat,Sans emploi,48,13.15,36395.36,342,0.77,32788.82,1,1
Autre,Célibataire,Bachelier,CDD,42,16.71,107284.47,541,0.71,10952.32,1,1
Homme,Marié,Doctorat,CDI,46,25.44,106231.25,632,0.72,24431.59,0,0
Autre,Veuf,Master,Sans emploi,42,15.32,54752.86,764,0.21,45154.86,0,0
Autre,Marié,Secondaire,CDI,48,21.34,54083.82,457,0.07,11022.64,1,0
Autre,Célibataire,Bachelier,CDI,64,2.99,58837.05,843,1.0,14394.18,1,1
Autre,Marié,Bachelier,Indépendant,50,26.56,14161.74,460,0.48,24035.84,3,1
Autre,Célibataire,Sans diplôme,Indépendant,64,5.78,105183.92,401,0.73,7717.72,0,1
Homme,Célibataire,Bachelier,CDI,53,6.76,87595.94,698,0.1,17882.45,4,1
Femme,Veuf,Bachelier,Indépendant,40,27.86,45369.1,622,0.5,8486.11,2,0
Femme,Célibataire,Secondaire,CDI,65,39.64,12644.71,316,0.5,26466.96,4,1
Autre,Divorcé,Master,CDI,26,36.14,29977.69,459,0.12,30802.04,0,0
Autre,Marié,Secondaire,Indépendant,21,18.3,45497.34,426,0.35,38717.71,0,1
Autre,Veuf,Master,Sans emploi,54,12.11,42560.1,415,0.89,46545.77,3,1
Femme,Divorcé,Sans diplôme,CDI,32,17.8,107497.71,323,0.69,24692.94,3,0
Femme,Marié,Secondaire,Sans emploi,54,22.39,97451.44,583,0.73,33251.45,4,1
Femme,Divorcé,Secondaire,Sans emploi,35,10.56,31215.83,579,0.88,7703.07,3,0
Autre,Veuf,Secondaire,Indépendant,37,28.87,109589.19,734,0.31,26389.12,3,1
Autre,Marié,Doctorat,Sans emploi,42,0.96,70295.73,568,0.79,44150.33,1,0
Femme,Marié,Doctorat,Sans emploi,42,37.7,43359.41,613,0.1,31652.54,1,1
Autre,Célibataire,Secondaire,Sans emploi,53,29.04,24316.16,650,0.58,21879.56,3,0
Homme,Divorcé,Bachelier,Sans emploi,68,34.92,113587.9,829,0.53,9016.08,2,1
Femme,Divorcé,Sans diplôme,CDI,19,13.54,17240.88,355,0.43,27436.36,2,1
Femme,Marié,Bachelier,Indépendant,30,37.28,38796.23,584,0.21,46341.65,1,0
Autre,Divorcé,Sans diplôme,Indépendant,38,39.6,102269.93,476,0.43,8325.24,2,1
Homme,Marié,Sans diplôme,Indépendant,25,7.18,40690.47,430,0.84,28889.21,2,1
Femme,Marié,Doctorat,CDI,40,22.97,62893.44,686,0.73,24184.55,1,1
Homme,Célibataire,Sans diplôme,CDI,62,34.67,96271.53,372,0.44,39175.87,2,0
Homme,Marié,Secondaire,CDD,33,1.95,75009.8,408,0.97,11801.77,4,1
Autre,Divorcé,Secondaire,CDI,50,31.03,88456.39,326,0.79,12703.79,4,1
Femme,Veuf,Sans diplôme,CDI,51,1.4,44336.06,510,0.04,37220.2,0,1
Homme,Célibataire,Doctorat,Sans emploi,31,26.19,31833.33,743,0.75,35598.09,2,0
Femme,Veuf,Bachelier,CDI,19,3.83,76381.9,790,0.72,28295.73,4,1
Autre,Marié,Doctorat,CDD,21,4.02,28390.21,761,0.05,5205.11,4,1
Femme,Célibataire,Doctorat,CDD,57,11.5,69287.65,313,0.93,43504.91,4,1
Autre,Célibataire,Bachelier,Sans emploi,54,14.95,102646.45,314,0.47,49432.9,3,1
Femme,Marié,Secondaire,CDI,56,20.24,76089.08,780,0.24,35034.99,1,0
Femme,Divorcé,Master,CDI,45,2.7,80215.47,439,0.45,46995.26,2,1
Autre,Marié,Doctorat,Indépendant,52,15.67,40352.4,667,0.83,39101.66,4,0
Homme,Marié,Secondaire,CDI,63,38.3,118913.7,486,0.25,35787.29,0,0
Homme,Marié,Sans diplôme,Sans emploi,56,19.11,42351.21,564,0.91,20806.86,3,1
Femme,Marié,Doctorat,Indépendant,65,39.02,49317.74,797,0.06,8584.68,3,0
Femme,Marié,Doctorat,CDI,43,37.84,52443.03,792,0.09,6447.69,1,1
Femme,Divorcé,Sans diplôme,Indépendant,34,10.91,114494.18,340,0.6,25275.27,2,1
Homme,Célibataire,Master,CDD,66,32.58,77175.3,348,0.51,25679.11,0,1
Autre,Divorcé,Master,Sans emploi,68,13.86,16654.03,462,0.67,22378.34,2,0
Autre,Marié,Bachelier,CDD,27,25.82,51651.02,465,0.04,6346.54,4,1
Autre,Célibataire,Sans diplôme,CDI,43,13.04,26136.32,822,0.26,13970.54,0,1
Homme,Célibataire,Secondaire,CDD,18,7.87,25251.33,347,0.7,11143.15,0,0
Autre,Célibataire,Secondaire,CDD,33,23.16,75426.9,835,0.34,5573.24,2,1
Homme,Veuf,Master,Indépendant,34,34.03,48721.82,356,0.3,32861.01,2,0
Femme,Divorcé,Bachelier,Sans emploi,60,38.28,69462.75,432,0.82,9452.57,3,0
Autre,Divorcé,Bachelier,Sans emploi,54,10.5,78272.43,544,0.8,11677.53,4,1
Autre,Divorcé,Secondaire,CDD,25,27.18,63660.19,543,0.74,9460.09,4,0
Homme,Marié,Bachelier,CDI,41,33.01,33693.06,390,0.63,39409.94,1,1
Femme,Divorcé,Master,CDI,67,8.47,20169.01,325,0.95,44752.03,2,1
Autre,Veuf,Master,CDD,58,20.48,43041.25,597,0.02,10345.73,4,0
Homme,Veuf,Bachelier,CDI,56,36.22,69236.75,320,0.15,32704.92,1,1
Homme,Divorcé,Master,CDD,63,34.6,40728.84,459,0.46,32885.99,2,1
Autre,Veuf,Master,Sans emploi,55,0.45,53095.59,666,0.28,17659.69,1,0
Femme,Divorcé,Bachelier,CDI,67,24.97,109627.53,482,0.29,31483.1,4,1
Autre,Veuf,Master,Indépendant,55,25.42,12896.81,430,0.98,24497.68,3,1
Homme,Célibataire,Sans diplôme,CDD,22,39.64,19099.58,746,0.04,9844.04,0,1
Homme,Célibataire,Master,CDI,52,27.54,100206.86,840,0.03,48121.12,3,0
Homme,Marié,Doctorat,Indépendant,40,21.59,30471.32,569,0.94,35538.59,0,1
Femme,Célibataire,Secondaire,Sans emploi,67,7.28,101543.56,325,0.16,47928.18,1,0
Homme,Marié,Sans diplôme,CDD,48,10.56,78733.67,413,0.04,11796.05,2,0
Femme,Célibataire,Bachelier,CDI,51,32.79,22035.8,382,0.46,40736.92,2,1
Homme,Veuf,Secondaire,Sans emploi,45,2.78,46770.96,834,0.88,23928.16,2,1
Femme,Marié,Doctorat,CDD,25,0.57,115774.83,734,0.31,46835.88,3,1
Autre,Veuf,Secondaire,Indépendant,31,24.45,29429.39,675,0.93,35914.59,2,1
Femme,Veuf,Master,CDD,43,27.05,55477.95,799,0.87,11622.44,0,1
Autre,Marié,Secondaire,Sans emploi,55,33.03,43804.06,409,0.28,6461.36,0,1
Femme,Célibataire,Bachelier,Indépendant,49,21.21,66079.66,652,0.44,10653.0,0,1
Autre,Célibataire,Master,Indépendant,54,33.69,57782.74,612,0.92,37071.04,2,1
Femme,Veuf,Master,Sans emploi,67,33.01,112504.5,378,0.12,5474.38,4,1
Autre,Divorcé,Doctorat,CDI,65,15.59,100872.85,640,0.06,26521.9,0,1
Homme,Divorcé,Secondaire,Indépendant,57,3.63,73841.66,460,0.19,29887.4,0,1
Autre,Marié,Doctorat,Indépendant,26,30.52,46722.95,452,0.23,41552.04,4,1
Femme,Veuf,Master,CDI,36,38.61,92624.27,631,0.18,25096.77,2,1
Homme,Marié,Master,Indépendant,38,35.13,74854.73,378,0.03,5246.9,2,1
Homme,Marié,Doctorat,CDI,43,25.33,27872.68,314,0.72,14845.2,3,0
Autre,Célibataire,Master,Sans emploi,57,3.84,44324.63,692,0.16,7139.94,2,1
Autre,Célibataire,Secondaire,Sans emploi,47,23.69,72515.56,801,0.46,49142.86,0,1
Homme,Veuf,Sans diplôme,CDI,20,0.63,86995.79,517,0.12,33729.01,3,1
Autre,Divorcé,Doctorat,Indépendant,58,23.68,45255.47,733,0.37,5086.4,4,0
Homme,Célibataire,Bachelier,CDD,68,33.35,110124.64,387,0.4,6733.81,4,0
Homme,Marié,Sans diplôme,Indépendant,35,29.66,54901.97,565,0.91,15148.49,1,1
Autre,Divorcé,Bachelier,CDD,58,24.63,26408.92,773,0.71,40048.5,3,1
Autre,Célibataire,Master,Indépendant,57,4.82,33358.09,362,0.91,22955.86,4,1
Femme,Marié,Sans diplôme,Sans emploi,51,6.91,31866.76,310,0.49,27741.31,1,1
Autre,Célibataire,Master,CDI,21,33.8,35718.47,800,0.17,44262.89,0,0
Homme,Célibataire,Master,Indépendant,44,23.66,52203.98,379,0.41,45105.93,4,1
Homme,Célibataire,Doctorat,CDI,65,20.88,61143.85,723,0.59,24252.72,1,1
Femme,Marié,Bachelier,CDD,42,8.32,69650.33,680,0.54,39207.18,1,0
Femme,Marié,Secondaire,Indépendant,67,16.98,113182.91,502,0.9,15537.91,3,1
Homme,Célibataire,Doctorat,CDD,48,23.24,72695.55,462,0.59,12883.39,2,1
Femme,Marié,Doctorat,Indépendant,69,25.12,29761.1,622,0.26,48933.24,0,0
Homme,Célibataire,Bachelier,CDI,19,28.14,60089.09,475,0.95,33719.05,2,1
Autre,Veuf,Doctorat,CDI,60,29.93,28568.99,752,0.17,34577.94,1,1
Homme,Divorcé,Bachelier,Indépendant,36,24.83,110220.05,784,0.48,44502.7,4,0
Femme,Marié,Doctorat,CDD,25,6.22,28521.37,718,0.89,6216.55,2,1
Autre,Célibataire,Sans diplôme,Indépendant,61,21.69,77161.22,334,0.71,17864.98,2,0
Homme,Célibataire,Bachelier,Indépendant,23,2.99,73575.94,574,0.54,37362.65,4,1
Homme,Veuf,Secondaire,Indépendant,58,23.63,78546.52,664,0.69,25458.04,2,1
Femme,Célibataire,Doctorat,CDD,55,39.18,16447.58,817,0.44,47429.1,4,1
Femme,Divorcé,Sans diplôme,Sans emploi,37,10.69,41825.46,583,0.4,25275.85,0,1
Homme,Marié,Secondaire,Indépendant,52,15.67,48903.8,447,0.63,10716.45,3,1
Autre,Veuf,Doctorat,Sans emploi,39,10.9,111547.71,417,0.74,45828.51,4,0
Femme,Célibataire,Doctorat,CDI,54,22.36,76945.23,380,0.94,5230.25,4,0
Autre,Célibataire,Master,Indépendant,42,1.75,98860.39,722,0.84,39144.36,4,1
Femme,Célibataire,Doctorat,Indépendant,48,39.76,64562.61,678,0.96,5375.19,3,1
Autre,Veuf,Secondaire,CDI,19,31.87,53703.61,539,0.12,25844.68,1,1
Homme,Marié,Secondaire,Sans emploi,18,24.69,63195.9,613,0.99,14249.6,0,0
Autre,Divorcé,Sans diplôme,Indépendant,42,32.51,96588.02,748,0.2,47824.83,4,1
Homme,Divorcé,Master,CDD,63,8.86,20010.77,702,0.08,22853.32,2,1
Autre,Célibataire,Sans diplôme,Sans emploi,65,34.34,114904.61,593,0.66,6392.88,0,0
Homme,Célibataire,Sans diplôme,Sans emploi,22,39.34,76391.24,435,0.67,39955.75,4,1
Homme,Marié,Doctorat,Indépendant,18,25.42,30484.45,515,0.97,19246.28,1,1
Autre,Célibataire,Sans diplôme,CDD,54,22.51,14813.96,388,0.77,33775.63,2,0
Femme,Divorcé,Bachelier,Sans emploi,68,18.05,24089.62,445,0.39,23235.26,4,1
Homme,Marié,Master,Indépendant,38,25.71,21781.42,420,0.6,24733.13,3,1
Autre,Veuf,Doctorat,Sans emploi,22,26.25,54290.91,670,0.61,16870.84,2,1
Homme,Veuf,Bachelier,Indépendant,23,22.21,86118.96,739,0.77,40474.97,3,0
Homme,Marié,Secondaire,Indépendant,32,30.49,37520.08,321,0.58,25867.42,0,1
Autre,Célibataire,Master,CDD,40,14.17,52355.42,823,0.39,6782.79,2,0
Homme,Divorcé,Secondaire,CDI,33,32.45,72061.54,516,0.68,47514.52,2,1
Femme,Marié,Secondaire,Sans emploi,37,25.41,99480.93,389,0.24,27361.44,3,1
Autre,Marié,Doctorat,Sans emploi,30,13.82,76844.27,646,0.35,26868.74,0,1
Homme,Célibataire,Bachelier,Sans emploi,57,7.17,30372.91,530,0.07,20590.28,0,0
Autre,Divorcé,Master,Sans emploi,50,19.27,36860.18,315,0.82,33581.65,3,1
Autre,Divorcé,Doctorat,Sans emploi,48,18.16,50855.05,803,0.07,23069.42,4,0
Femme,Veuf,Sans diplôme,Sans emploi,38,11.78,63575.74,321,0.3,38726.57,1,0
Autre,Veuf,Master,Indépendant,38,23.66,107262.65,377,0.93,44446.22,3,1
Autre,Marié,Doctorat,Indépendant,23,0.22,37133.12,384,0.56,27037.92,3,0
Autre,Divorcé,Master,Indépendant,28,13.06,112045.01,814,0.22,34364.85,4,0
Autre,Célibataire,Master,CDI,42,25.96,95080.48,695,0.99,18299.16,4,1
Autre,Célibataire,Doctorat,Sans emploi,29,1.03,45146.47,590,0.88,33143.13,2,1
Homme,Marié,Secondaire,Indépendant,39,23.06,116348.07,621,0.07,33585.77,2,0
Autre,Marié,Secondaire,CDD,24,15.06,50566.42,543,0.23,28038.87,0,1
Homme,Divorcé,Doctorat,Sans emploi,19,30.31,84737.65,373,0.64,12193.07,4,0
Homme,Célibataire,Master,Sans emploi,31,8.5,113020.91,386,0.2,37638.94,0,0
Femme,Veuf,Secondaire,CDI,33,32.86,96813.47,707,0.54,19384.88,3,1
Femme,Veuf,Bachelier,CDD,65,8.27,107515.75,644,0.17,22469.67,0,1
Autre,Veuf,Sans diplôme,CDD,61,24.26,27783.61,623,0.67,43319.47,3,0
Femme,Divorcé,Sans diplôme,CDI,39,7.92,80787.32,489,0.53,35650.63,3,1
Homme,Divorcé,Bachelier,CDI,21,21.89,18789.85,455,0.97,8720.19,4,1
Autre,Marié,Bachelier,Indépendant,47,18.95,117794.93,671,0.13,30442.06,0,1
Femme,Célibataire,Bachelier,CDI,27,8.96,86810.66,760,0.53,8911.41,4,0
Homme,Veuf,Master,Sans emploi,42,23.35,21464.91,403,0.31,34045.54,3,1
Femme,Célibataire,Secondaire,CDD,54,8.83,97229.99,390,0.61,22759.35,2,0
Autre,Divorcé,Bachelier,Indépendant,67,20.35,60853.87,401,0.2,41584.95,1,1
Femme,Célibataire,Doctorat,CDI,38,34.27,18746.96,459,0.93,40108.05,1,0
Autre,Veuf,Sans diplôme,CDD,55,34.56,98480.56,456,0.44,49986.88,4,1
Autre,Célibataire,Sans diplôme,CDI,64,25.89,13878.01,720,0.43,18462.66,3,1
Femme,Veuf,Bachelier,Indépendant,37,18.61,97486.42,753,0.79,12878.55,4,0
Autre,Divorcé,Secondaire,Sans emploi,58,26.78,73164.31,846,0.91,13339.32,4,1
Autre,Marié,Bachelier,CDD,21,32.41,10297.67,441,0.49,31951.35,2,0
Autre,Veuf,Doctorat,CDI,55,31.66,58986.87,388,0.77,20054.49,4,1
Autre,Marié,Bachelier,Indépendant,21,21.94,77164.22,667,0.14,45808.47,0,1
Femme,Veuf,Master,Sans emploi,38,12.3,32563.24,471,0.25,8571.03,2,1
Autre,Marié,Bachelier,CDI,56,26.31,35973.63,767,0.69,39416.76,1,1
Autre,Divorcé,Master,Sans emploi,48,0.76,17119.59,357,0.93,27036.98,4,1
Autre,Célibataire,Secondaire,Sans emploi,51,38.75,83670.73,732,0.12,33684.5,4,0
Autre,Veuf,Secondaire,Indépendant,43,13.19,31396.57,695,0.13,31452.09,1,0
Homme,Veuf,Doctorat,CDD,59,16.7,104719.81,388,0.98,28861.64,2,0
Femme,Veuf,Secondaire,CDD,62,21.92,93437.4,770,0.09,36425.63,2,1
Femme,Divorcé,Master,CDI,40,28.7,20225.69,781,0.04,29556.79,3,1
Homme,Veuf,Secondaire,CDD,55,6.47,71343.99,339,0.53,46511.23,0,1
Femme,Divorcé,Master,CDI,20,15.03,55375.99,702,0.22,29825.49,2,1
Homme,Marié,Doctorat,CDI,45,12.76,95659.82,424,0.3,46384.96,4,0
Femme,Célibataire,Master,CDD,64,2.24,82841.0,444,0.62,41285.08,0,1
Femme,Marié,Bachelier,CDI,69,18.15,18597.02,305,0.35,43139.65,2,0
Autre,Célibataire,Secondaire,Sans emploi,55,3.52,117982.16,715,1.0,45377.94,3,1
Homme,Célibataire,Sans diplôme,CDI,46,35.29,38262.1,320,0.23,14115.04,0,0
Homme,Marié,Bachelier,CDD,53,21.19,38111.55,583,0.87,20414.96,1,1
Femme,Veuf,Master,Sans emploi,65,32.71,43526.95,513,0.88,45471.83,4,1
Homme,Veuf,Bachelier,Indépendant,51,23.82,117366.14,843,0.44,11714.67,0,1
Autre,Marié,Bachelier,CDI,43,37.43,98415.99,352,1.0,27056.52,0,1
Femme,Divorcé,Bachelier,CDI,28,3.27,19465.67,470,0.28,9713.68,0,1
Femme,Célibataire,Bachelier,CDI,57,29.28,55978.15,594,0.09,11864.61,0,1
Autre,Célibataire,Master,CDD,26,27.31,104081.42,782,0.57,31500.02,1,1
Homme,Célibataire,Secondaire,Sans emploi,35,31.81,48414.54,776,0.01,22824.57,0,0
Homme,Célibataire,Secondaire,Indépendant,43,22.92,42055.54,784,0.47,24066.15,1,1
Femme,Célibataire,Bachelier,CDD,25,12.06,80334.11,459,0.84,27865.92,0,1
Femme,Veuf,Sans diplôme,CDD,69,12.5,50444.08,389,0.42,34732.76,0,1
Autre,Divorcé,Secondaire,CDD,47,35.5,27777.98,558,0.2,27469.83,1,1
Homme,Célibataire,Master,Indépendant,57,14.18,63159.81,433,0.26,20379.76,0,0
Homme,Divorcé,Master,CDD,59,32.56,99286.57,457,0.91,13676.38,2,0
Homme,Marié,Secondaire,CDD,38,30.64,102897.64,772,0.66,25901.29,1,1
Autre,Divorcé,Master,CDD,51,20.4,77722.0,801,0.16,21899.89,4,0
Autre,Veuf,Master,Indépendant,67,36.48,119903.24,640,0.46,41695.04,2,0
Femme,Divorcé,Doctorat,Indépendant,28,12.03,118313.79,505,0.61,5688.37,0,1
Femme,Divorcé,Master,Indépendant,30,0.26,36256.44,740,0.51,30667.9,0,1
Femme,Marié,Secondaire,Indépendant,65,30.31,94801.3,782,0.79,32830.67,4,1
Femme,Célibataire,Secondaire,CDD,20,30.59,30228.5,344,0.01,49455.34,2,1
Homme,Divorcé,Sans diplôme,Indépendant,50,7.83,55255.82,688,0.28,44841.39,1,1
Homme,Veuf,Bachelier,Sans emploi,42,32.63,11095.99,387,0.57,28290.53,2,0
Homme,Marié,Secondaire,Sans emploi,23,34.36,32158.16,790,0.54,17983.2,4,1
Homme,Divorcé,Master,CDI,37,26.28,34597.99,302,0.1,5458.32,1,1
Autre,Divorcé,Sans diplôme,CDD,18,20.78,118653.91,638,0.18,15835.14,1,1
Autre,Marié,Doctorat,CDI,35,25.14,14580.98,839,0.75,43134.59,3,0
Homme,Veuf,Sans diplôme,Indépendant,41,25.47,114043.69,328,0.53,48796.53,0,1
Femme,Veuf,Master,CDI,64,33.96,102201.11,420,0.64,36547.44,1,1
Homme,Veuf,Secondaire,CDD,38,9.17,12472.73,770,0.82,32173.44,1,0
Femme,Divorcé,Sans diplôme,CDD,54,36.68,25040.59,798,0.58,32280.54,3,1
Autre,Divorcé,Master,Sans emploi,54,38.0,79193.33,525,0.31,34245.84,3,1
Autre,Veuf,Doctorat,CDD,30,8.8,48587.84,711,0.52,5080.51,1,1
Femme,Célibataire,Sans diplôme,CDI,62,4.21,47549.55,783,0.13,21648.13,4,1
Homme,Veuf,Master,CDD,54,26.94,86611.84,305,0.27,19817.55,3,0
Homme,Marié,Bachelier,CDD,33,4.52,119423.11,519,0.66,49006.99,2,1
Femme,Divorcé,Secondaire,CDI,55,9.96,46598.35,738,0.04,5032.7,4,0
Homme,Marié,Master,Indépendant,42,6.57,111534.83,529,0.0,38135.51,2,1
Homme,Marié,Bachelier,CDD,63,34.33,90128.59,796,0.89,23237.91,2,0
Autre,Célibataire,Secondaire,Indépendant,38,36.36,103168.82,799,0.96,7914.22,4,1
Femme,Célibataire,Secondaire,Indépendant,25,12.53,65972.19,655,0.91,21242.88,1,1
Homme,Veuf,Secondaire,CDD,64,13.27,68661.89,349,0.22,10753.2,0,1
Autre,Célibataire,Bachelier,CDI,41,18.57,70111.13,656,0.75,6681.2,2,1
Homme,Divorcé,Sans diplôme,Indépendant,38,5.44,72165.3,362,0.46,35755.39,4,0
Homme,Divorcé,Bachelier,Sans emploi,23,31.24,25888.52,756,0.07,6110.81,2,1
Femme,Divorcé,Bachelier,CDI,25,21.32,32774.99,673,0.79,5538.38,0,1
Homme,Divorcé,Master,CDD,54,11.87,26909.71,823,0.81,24169.28,3,1
Autre,Divorcé,Master,CDD,65,19.28,31006.84,548,0.72,10875.44,3,1
Homme,Veuf,Doctorat,CDD,27,23.71,83146.42,802,1.0,25075.74,3,0
Femme,Divorcé,Bachelier,CDD,23,13.77,32715.01,633,0.99,21471.54,2,1
Homme,Veuf,Bachelier,CDD,43,10.73,106623.4,313,0.18,9602.48,2,1
Homme,Marié,Doctorat,Sans emploi,51,5.84,23141.95,523,0.8,33786.82,4,1
Femme,Marié,Bachelier,CDD,38,27.26,118761.42,700,0.66,34237.5,1,1
Homme,Célibataire,Bachelier,CDI,18,17.69,10157.54,682,0.73,34010.51,0,1
Homme,Divorcé,Doctorat,CDD,51,3.52,102826.2,601,0.99,43908.35,3,1
Femme,Marié,Doctorat,Sans emploi,37,24.33,10218.97,791,0.84,5304.82,1,1
Homme,Veuf,Doctorat,Indépendant,27,4.67,96401.52,593,0.39,6248.08,0,1
Autre,Veuf,Secondaire,Indépendant,20,5.34,90042.03,641,0.94,28542.44,3,0
Homme,Veuf,Master,CDD,34,25.87,86399.49,552,0.88,25970.7,3,0
Homme,Célibataire,Doctorat,Sans emploi,41,34.42,48597.17,313,0.71,49575.54,1,1
Femme,Veuf,Secondaire,CDI,68,29.06,78979.67,460,0.94,21089.12,0,1
Femme,Célibataire,Master,CDD,43,39.45,75934.6,503,0.46,22509.69,4,0
Femme,Veuf,Doctorat,CDD,60,9.8,91349.13,531,0.71,42606.79,3,0
Femme,Célibataire,Bachelier,CDD,34,33.04,88101.14,374,0.0,33039.15,1,1
Homme,Célibataire,Bachelier,CDD,35,23.87,37305.51,651,0.57,8198.38,1,1
Autre,Marié,Master,CDI,58,30.16,88054.94,347,0.72,7594.67,4,0
Autre,Marié,Sans diplôme,Sans emploi,35,19.2,44371.5,394,0.38,28784.83,4,1
Autre,Veuf,Master,Sans emploi,67,4.99,52405.07,748,0.87,22854.76,1,1
Femme,Marié,Secondaire,Indépendant,55,32.41,41655.1,584,0.49,38094.41,1,1
Homme,Célibataire,Bachelier,Indépendant,59,13.89,91312.15,630,0.28,33262.8,2,0
Homme,Célibataire,Bachelier,Indépendant,56,6.49,101813.94,579,0.55,5013.79,0,1
Homme,Divorcé,Doctorat,Indépendant,30,21.33,37351.48,313,0.91,5759.49,4,0
Autre,Divorcé,Secondaire,Indépendant,24,21.13,66549.64,556,0.68,42787.15,4,1
Autre,Célibataire,Sans diplôme,Indépendant,65,10.44,87618.35,825,0.95,12406.33,4,1
Femme,Marié,Secondaire,CDI,42,30.0,100698.88,840,0.45,30631.8,1,1
Autre,Célibataire,Secondaire,CDD,51,14.33,89998.15,833,0.66,47322.36,3,0
Autre,Veuf,Secondaire,CDI,32,21.23,20910.16,721,0.63,48497.3,0,0
Autre,Divorcé,Secondaire,CDI,23,21.82,85249.81,381,0.24,42991.37,1,1
Autre,Divorcé,Sans diplôme,CDI,27,37.79,109594.01,529,0.74,45001.55,0,1
Homme,Marié,Secondaire,Sans emploi,55,39.18,58617.9,845,0.07,45727.64,1,0
Autre,Célibataire,Sans diplôme,CDI,56,27.58,91686.85,602,0.58,8445.01,4,1
Autre,Divorcé,Master,Sans emploi,29,0.03,115811.79,373,0.18,43575.93,3,1
Autre,Marié,Secondaire,CDI,43,32.02,86336.18,768,0.19,23707.95,2,0
Autre,Divorcé,Doctorat,CDI,34,35.53,41869.94,647,0.98,6919.95,1,1
Autre,Marié,Sans diplôme,Sans emploi,37,39.29,59728.23,393,0.38,28992.7,1,1
Autre,Divorcé,Sans diplôme,CDD,41,0.78,61557.75,712,0.52,10251.68,4,0
Femme,Veuf,Secondaire,CDI,68,34.38,103394.95,590,0.67,8560.15,2,1
Femme,Divorcé,Doctorat,CDI,66,34.67,116509.84,300,0.5,26041.05,4,1
Homme,Célibataire,Doctorat,Indépendant,27,7.71,75252.0,506,0.73,19164.6,1,1
Femme,Marié,Secondaire,Indépendant,60,33.54,18461.44,838,0.03,44659.3,4,1
Homme,Marié,Doctorat,CDD,59,1.87,114450.53,844,0.68,19201.59,0,1
Femme,Divorcé,Sans diplôme,Sans emploi,59,2.77,119342.49,499,0.32,42015.93,0,1
Femme,Célibataire,Secondaire,CDI,57,23.73,53513.5,847,0.88,5220.1,0,1
Femme,Divorcé,Secondaire,Indépendant,44,38.61,100843.02,525,0.14,47714.38,2,1
Homme,Divorcé,Secondaire,CDI,60,18.82,57726.65,673,0.03,7444.81,0,1
Homme,Divorcé,Master,Indépendant,29,15.11,86500.9,771,0.06,16829.75,3,0
Femme,Veuf,Secondaire,Sans emploi,25,19.9,14605.91,399,0.52,6119.9,2,1
Femme,Marié,Bachelier,Sans emploi,45,39.53,107975.58,751,0.22,48170.97,4,0
